age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,education_ordered,age_bins
32,services,single,basic.6y,no,no,yes,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,basic.6y,"(25, 35]"
42,admin.,single,high.school,no,yes,no,1.0,jul,thu,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,high.school,"(35, 45]"
43,blue-collar,married,basic.6y,unknown,yes,no,0.0,jun,mon,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,basic.6y,"(35, 45]"
40,unemployed,divorced,high.school,no,no,no,0.0,may,thu,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,high.school,"(35, 45]"
44,blue-collar,married,professional.course,no,no,no,0.0,jun,mon,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,professional.course,"(35, 45]"
33,admin.,single,university.degree,no,no,no,1.0,jun,wed,1.0,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,1,university.degree,"(25, 35]"
35,admin.,married,university.degree,no,yes,no,1.0,jun,tue,1.0,5,1,success,-1.7,94.055,-39.8,0.761,4991.6,0,university.degree,"(25, 35]"
42,admin.,single,university.degree,unknown,yes,no,1.0,jul,mon,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,university.degree,"(35, 45]"
51,retired,married,basic.9y,no,no,no,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,basic.9y,"(45, 55]"
45,technician,married,high.school,no,no,no,1.0,jul,tue,1.0,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,0,high.school,"(35, 45]"
44,housemaid,married,basic.4y,unknown,yes,no,1.0,jul,wed,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,basic.4y,"(35, 45]"
32,self-employed,single,university.degree,no,yes,no,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,university.degree,"(25, 35]"
32,technician,married,university.degree,no,yes,no,1.0,nov,mon,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,university.degree,"(25, 35]"
33,admin.,married,university.degree,no,yes,no,1.0,aug,thu,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,university.degree,"(25, 35]"
30,student,single,university.degree,no,yes,no,0.0,jun,wed,4.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,university.degree,"(25, 35]"
49,blue-collar,married,basic.9y,unknown,no,no,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,basic.9y,"(45, 55]"
46,blue-collar,married,basic.4y,unknown,yes,yes,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(45, 55]"
34,technician,married,professional.course,unknown,no,no,0.0,jul,thu,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,professional.course,"(25, 35]"
31,blue-collar,married,basic.6y,no,no,no,0.0,jun,tue,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,basic.6y,"(25, 35]"
37,admin.,married,university.degree,no,yes,no,1.0,aug,thu,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,university.degree,"(35, 45]"
39,admin.,married,high.school,unknown,yes,no,0.0,jun,fri,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,high.school,"(35, 45]"
36,unemployed,married,high.school,no,no,no,0.0,oct,thu,2.0,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,high.school,"(35, 45]"
36,admin.,married,university.degree,no,yes,no,1.0,aug,wed,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(35, 45]"
45,admin.,married,university.degree,no,no,no,0.0,may,thu,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,university.degree,"(35, 45]"
42,technician,single,university.degree,no,no,no,1.0,may,mon,4.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,university.degree,"(35, 45]"
51,technician,single,university.degree,no,no,no,1.0,jun,fri,1.0,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,university.degree,"(45, 55]"
33,technician,single,university.degree,no,no,no,1.0,nov,mon,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,university.degree,"(25, 35]"
36,self-employed,married,basic.9y,no,yes,yes,1.0,nov,thu,3.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,basic.9y,"(35, 45]"
50,blue-collar,married,basic.4y,no,yes,no,0.0,jun,thu,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,basic.4y,"(45, 55]"
31,admin.,single,university.degree,no,yes,no,1.0,aug,tue,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,university.degree,"(25, 35]"
49,services,married,basic.4y,unknown,no,no,1.0,aug,mon,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,basic.4y,"(45, 55]"
33,technician,single,professional.course,no,no,no,1.0,aug,thu,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,professional.course,"(25, 35]"
37,housemaid,married,university.degree,no,yes,no,0.0,jun,fri,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,university.degree,"(35, 45]"
37,technician,single,high.school,no,yes,no,0.0,apr,thu,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0,high.school,"(35, 45]"
48,blue-collar,married,basic.4y,no,no,no,1.0,may,wed,1.0,12,1,success,-1.8,92.893,-46.2,1.334,5099.1,0,basic.4y,"(45, 55]"
46,services,married,high.school,no,no,no,1.0,aug,fri,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,unknown,"(45, 55]"
32,blue-collar,married,professional.course,no,no,no,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,professional.course,"(25, 35]"
38,admin.,single,university.degree,no,yes,no,0.0,may,fri,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(35, 45]"
32,admin.,single,university.degree,no,no,no,1.0,may,tue,5.0,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,university.degree,"(25, 35]"
42,housemaid,married,basic.9y,no,yes,yes,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,basic.9y,"(35, 45]"
32,services,married,high.school,no,no,no,1.0,apr,mon,3.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,high.school,"(25, 35]"
55,blue-collar,married,basic.4y,unknown,yes,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,basic.4y,"(45, 55]"
39,management,married,university.degree,no,no,no,1.0,nov,mon,1.0,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,university.degree,"(35, 45]"
35,services,married,high.school,no,no,no,1.0,may,mon,4.0,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,high.school,"(25, 35]"
36,blue-collar,married,basic.9y,no,yes,yes,0.0,may,mon,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.9y,"(35, 45]"
52,blue-collar,married,basic.4y,no,no,no,1.0,aug,tue,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,basic.4y,"(45, 55]"
58,management,married,basic.4y,no,yes,no,1.0,jun,wed,1.0,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,basic.4y,"(55, 65]"
45,admin.,married,high.school,no,no,no,1.0,apr,fri,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,high.school,"(35, 45]"
27,admin.,single,university.degree,no,yes,no,0.0,may,wed,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,unknown,"(25, 35]"
36,services,single,high.school,unknown,no,yes,1.0,apr,mon,5.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,high.school,"(35, 45]"
54,housemaid,divorced,basic.4y,no,yes,yes,1.0,jul,mon,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,basic.4y,"(45, 55]"
33,admin.,married,university.degree,no,no,no,1.0,aug,mon,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,university.degree,"(25, 35]"
39,blue-collar,married,basic.9y,unknown,no,yes,1.0,apr,wed,6.0,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,basic.9y,"(35, 45]"
40,blue-collar,married,high.school,no,no,no,0.0,jun,fri,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,high.school,"(35, 45]"
26,student,single,high.school,no,no,yes,1.0,jul,wed,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,high.school,"(25, 35]"
33,admin.,married,university.degree,no,yes,yes,1.0,nov,wed,3.0,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,university.degree,"(25, 35]"
44,blue-collar,divorced,basic.4y,unknown,yes,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,basic.4y,"(35, 45]"
46,admin.,married,high.school,no,no,no,0.0,may,fri,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,high.school,"(45, 55]"
37,admin.,single,high.school,no,no,no,1.0,may,wed,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,high.school,"(35, 45]"
28,admin.,married,high.school,no,yes,no,1.0,may,wed,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,high.school,"(25, 35]"
51,admin.,married,high.school,no,no,no,1.0,may,tue,4.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,high.school,"(45, 55]"
41,admin.,married,university.degree,no,yes,no,0.0,aug,fri,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(35, 45]"
29,admin.,single,high.school,no,no,no,1.0,mar,mon,4.0,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,0,high.school,"(25, 35]"
53,management,married,university.degree,no,yes,no,1.0,aug,tue,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,university.degree,"(45, 55]"
45,admin.,divorced,high.school,no,yes,no,1.0,jul,fri,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(35, 45]"
30,blue-collar,married,basic.6y,no,no,no,0.0,may,fri,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,basic.6y,"(25, 35]"
73,retired,single,professional.course,no,no,no,1.0,apr,fri,1.0,6,3,success,-1.8,93.749,-34.6,0.645,5008.7,1,professional.course,"(65, 75]"
36,admin.,single,university.degree,no,no,no,1.0,nov,wed,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,university.degree,"(35, 45]"
34,admin.,single,university.degree,no,no,no,1.0,may,tue,1.0,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,university.degree,"(25, 35]"
41,admin.,divorced,high.school,no,no,no,0.0,may,mon,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,high.school,"(35, 45]"
29,admin.,single,university.degree,no,no,no,1.0,oct,mon,2.0,12,2,failure,-1.1,94.601,-49.5,0.977,4963.6,0,university.degree,"(25, 35]"
57,admin.,married,high.school,unknown,yes,no,1.0,may,thu,5.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,high.school,"(55, 65]"
35,self-employed,single,professional.course,no,yes,no,1.0,nov,thu,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,professional.course,"(25, 35]"
36,services,divorced,professional.course,no,no,no,0.0,jun,tue,4.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,professional.course,"(35, 45]"
37,management,divorced,university.degree,no,no,no,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,university.degree,"(35, 45]"
34,technician,divorced,professional.course,no,no,no,0.0,jul,thu,5.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,unknown,"(25, 35]"
25,student,single,high.school,no,yes,no,1.0,may,mon,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,high.school,"(15, 25]"
31,admin.,divorced,high.school,no,no,no,0.0,may,thu,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,high.school,"(25, 35]"
56,management,divorced,university.degree,unknown,no,no,1.0,jul,thu,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,university.degree,"(55, 65]"
30,management,married,university.degree,no,yes,no,1.0,jul,wed,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,university.degree,"(25, 35]"
71,admin.,married,basic.4y,no,yes,no,1.0,aug,thu,1.0,999,2,failure,-1.7,94.027,-38.3,0.899,4991.6,0,basic.4y,"(65, 75]"
46,admin.,married,high.school,no,no,no,1.0,may,fri,2.0,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,high.school,"(45, 55]"
32,services,married,professional.course,no,no,no,0.0,may,thu,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,professional.course,"(25, 35]"
50,self-employed,married,basic.9y,unknown,no,no,1.0,may,thu,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,basic.9y,"(45, 55]"
27,admin.,single,university.degree,no,yes,no,1.0,mar,tue,1.0,999,1,failure,-1.8,93.369,-34.8,0.635,5008.7,1,university.degree,"(25, 35]"
48,services,divorced,high.school,no,no,no,1.0,apr,mon,1.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,high.school,"(45, 55]"
54,technician,married,professional.course,unknown,yes,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,professional.course,"(45, 55]"
32,management,married,high.school,no,no,no,1.0,aug,fri,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,high.school,"(25, 35]"
39,services,married,high.school,unknown,yes,no,0.0,jun,wed,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,high.school,"(35, 45]"
36,admin.,married,university.degree,no,yes,no,1.0,nov,fri,1.0,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,university.degree,"(35, 45]"
34,admin.,single,university.degree,unknown,no,no,1.0,jul,wed,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,university.degree,"(25, 35]"
34,technician,married,professional.course,no,yes,no,1.0,nov,tue,2.0,999,2,failure,-1.1,94.767,-50.8,1.046,4963.6,0,unknown,"(25, 35]"
53,housemaid,married,professional.course,unknown,yes,no,0.0,jun,mon,4.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,professional.course,"(45, 55]"
48,technician,married,university.degree,unknown,yes,no,1.0,aug,thu,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,university.degree,"(45, 55]"
34,technician,single,professional.course,no,no,no,1.0,apr,thu,1.0,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,0,professional.course,"(25, 35]"
65,retired,married,high.school,no,yes,yes,1.0,oct,fri,2.0,12,1,success,-1.1,94.601,-49.5,1.029,4963.6,1,high.school,"(55, 65]"
49,admin.,married,university.degree,no,yes,no,0.0,may,mon,5.0,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,university.degree,"(45, 55]"
49,self-employed,married,basic.9y,no,yes,no,0.0,may,thu,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,basic.9y,"(45, 55]"
30,management,single,university.degree,no,yes,no,0.0,may,tue,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(25, 35]"
54,retired,married,university.degree,unknown,no,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,university.degree,"(45, 55]"
30,services,single,basic.9y,no,yes,no,1.0,jul,wed,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,basic.9y,"(25, 35]"
32,blue-collar,married,basic.6y,no,yes,no,1.0,jul,fri,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,basic.6y,"(25, 35]"
42,admin.,married,university.degree,no,no,no,1.0,jul,fri,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,university.degree,"(35, 45]"
36,admin.,single,high.school,no,no,yes,0.0,may,fri,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,high.school,"(35, 45]"
32,management,married,high.school,no,no,no,0.0,jun,tue,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,high.school,"(25, 35]"
33,services,single,university.degree,no,no,no,1.0,oct,mon,2.0,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0,university.degree,"(25, 35]"
49,blue-collar,married,basic.9y,no,no,no,1.0,may,tue,1.0,999,2,failure,-1.8,92.893,-46.2,1.266,5099.1,0,basic.9y,"(45, 55]"
53,services,married,high.school,no,no,yes,1.0,jul,wed,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,high.school,"(45, 55]"
57,retired,single,basic.4y,no,no,no,0.0,jul,fri,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,basic.4y,"(55, 65]"
39,technician,single,professional.course,unknown,no,no,0.0,jun,thu,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,professional.course,"(35, 45]"
27,admin.,single,university.degree,no,no,no,1.0,aug,wed,2.0,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1,university.degree,"(25, 35]"
39,admin.,single,university.degree,unknown,no,yes,1.0,aug,mon,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,university.degree,"(35, 45]"
28,student,single,high.school,no,yes,yes,0.0,jun,wed,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,high.school,"(25, 35]"
42,technician,married,basic.6y,no,no,no,1.0,nov,tue,2.0,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,basic.6y,"(35, 45]"
57,management,divorced,university.degree,no,no,no,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,university.degree,"(55, 65]"
31,services,married,high.school,no,yes,no,0.0,jun,wed,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,high.school,"(25, 35]"
36,self-employed,married,basic.9y,no,yes,yes,1.0,nov,fri,6.0,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,basic.9y,"(35, 45]"
31,self-employed,married,university.degree,no,no,yes,0.0,may,thu,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,university.degree,"(25, 35]"
27,student,single,university.degree,no,yes,no,1.0,aug,fri,2.0,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,0,university.degree,"(25, 35]"
54,technician,single,university.degree,no,yes,no,0.0,mar,wed,3.0,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,0,university.degree,"(45, 55]"
41,management,married,university.degree,no,yes,no,0.0,may,fri,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,unknown,"(35, 45]"
50,admin.,married,high.school,no,no,no,1.0,nov,tue,3.0,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,high.school,"(45, 55]"
56,unemployed,married,professional.course,no,no,no,1.0,sep,fri,3.0,6,1,success,-3.4,92.379,-29.8,0.762,5017.5,1,professional.course,"(55, 65]"
35,services,divorced,basic.9y,no,yes,yes,1.0,nov,tue,6.0,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,basic.9y,"(25, 35]"
29,student,single,university.degree,no,no,no,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,university.degree,"(25, 35]"
49,retired,married,high.school,no,no,no,1.0,may,mon,3.0,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,high.school,"(45, 55]"
33,services,married,high.school,no,no,no,1.0,aug,thu,1.0,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1,high.school,"(25, 35]"
32,self-employed,single,professional.course,no,yes,no,1.0,aug,tue,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,professional.course,"(25, 35]"
35,housemaid,married,high.school,no,no,no,0.0,may,wed,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,high.school,"(25, 35]"
43,admin.,married,high.school,no,no,no,0.0,jun,mon,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,high.school,"(35, 45]"
33,services,married,high.school,no,yes,no,1.0,jul,fri,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,high.school,"(25, 35]"
52,blue-collar,married,basic.9y,no,no,no,0.0,jun,fri,4.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,basic.9y,"(45, 55]"
39,admin.,married,university.degree,no,no,no,1.0,nov,mon,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,unknown,"(35, 45]"
39,entrepreneur,married,university.degree,no,yes,yes,1.0,may,thu,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,unknown,"(35, 45]"
46,entrepreneur,married,university.degree,no,yes,no,1.0,apr,mon,3.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,unknown,"(45, 55]"
39,admin.,married,basic.6y,unknown,no,no,1.0,jul,wed,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,basic.6y,"(35, 45]"
26,student,single,basic.9y,no,yes,no,1.0,oct,tue,1.0,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,0,basic.9y,"(25, 35]"
33,technician,married,basic.9y,no,no,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.9y,"(25, 35]"
54,management,divorced,university.degree,no,yes,yes,0.0,may,wed,1.0,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,university.degree,"(45, 55]"
34,technician,single,university.degree,no,yes,yes,1.0,mar,thu,3.0,3,2,success,-1.8,93.369,-34.8,0.654,5008.7,1,university.degree,"(25, 35]"
38,technician,married,professional.course,no,yes,no,1.0,jul,mon,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,professional.course,"(35, 45]"
40,unemployed,married,basic.9y,no,no,no,1.0,jun,mon,3.0,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,0,basic.9y,"(35, 45]"
44,unemployed,single,basic.4y,no,no,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,basic.4y,"(35, 45]"
40,services,married,high.school,no,yes,no,1.0,apr,fri,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,0,high.school,"(35, 45]"
33,blue-collar,married,basic.9y,no,yes,no,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,basic.9y,"(25, 35]"
47,blue-collar,married,high.school,no,yes,no,1.0,may,fri,2.0,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,high.school,"(45, 55]"
31,services,married,high.school,no,no,yes,0.0,jun,fri,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,high.school,"(25, 35]"
43,blue-collar,married,basic.9y,no,yes,no,1.0,may,wed,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,basic.9y,"(35, 45]"
50,blue-collar,married,basic.9y,unknown,no,no,1.0,aug,mon,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,basic.9y,"(45, 55]"
41,blue-collar,married,basic.9y,no,yes,no,1.0,apr,mon,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,basic.9y,"(35, 45]"
41,admin.,divorced,university.degree,no,no,no,1.0,mar,fri,1.0,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,1,university.degree,"(35, 45]"
33,admin.,single,university.degree,no,yes,no,1.0,oct,fri,1.0,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,1,university.degree,"(25, 35]"
26,unemployed,single,high.school,no,yes,no,1.0,jul,tue,1.0,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,0,high.school,"(25, 35]"
27,blue-collar,married,basic.9y,no,no,no,1.0,jul,wed,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,basic.9y,"(25, 35]"
38,blue-collar,married,basic.6y,no,yes,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,basic.6y,"(35, 45]"
40,services,married,high.school,no,no,no,0.0,may,thu,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,high.school,"(35, 45]"
46,technician,divorced,professional.course,unknown,no,no,1.0,may,mon,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,professional.course,"(45, 55]"
31,technician,single,professional.course,no,yes,no,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,professional.course,"(25, 35]"
52,admin.,married,high.school,no,yes,yes,1.0,may,fri,2.0,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,high.school,"(45, 55]"
44,self-employed,divorced,professional.course,no,no,no,1.0,nov,fri,2.0,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,professional.course,"(35, 45]"
48,self-employed,married,basic.9y,unknown,no,no,0.0,jun,fri,4.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,basic.9y,"(45, 55]"
47,admin.,married,university.degree,no,yes,no,1.0,aug,mon,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(45, 55]"
34,technician,single,university.degree,no,yes,no,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,university.degree,"(25, 35]"
33,technician,married,professional.course,no,yes,no,0.0,oct,wed,1.0,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,1,professional.course,"(25, 35]"
46,blue-collar,single,basic.6y,unknown,yes,no,1.0,may,thu,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,basic.6y,"(45, 55]"
51,entrepreneur,divorced,university.degree,unknown,no,yes,0.0,may,mon,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(45, 55]"
44,admin.,married,university.degree,no,no,no,1.0,aug,tue,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,university.degree,"(35, 45]"
48,blue-collar,married,basic.9y,no,no,no,0.0,jun,wed,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,basic.9y,"(45, 55]"
55,technician,divorced,professional.course,no,no,no,1.0,aug,fri,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,professional.course,"(45, 55]"
46,services,married,high.school,no,yes,no,1.0,may,thu,1.0,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,high.school,"(45, 55]"
